country,year,tech,capacity_gw,tag
PL,2040,battery_gw,11.0,anchored
PL,2050,battery_gw,18.0,anchored
PT,2025,nuclear,0.0,necp
PT,2030,nuclear,0.0,necp
PT,2040,nuclear,0.0,necp
PT,2050,nuclear,0.0,necp
PT,2025,hydro,7.0,necp
PT,2030,hydro,7.0,necp
PT,2040,hydro,7.5,necp
PT,2050,hydro,8.0,necp
PT,2025,wind_on,5.95,necp
PT,2030,wind_on,7.0,necp
PT,2040,wind_on,9.5,necp
PT,2050,wind_on,12.0,necp
PT,2025,wind_off,0.17,necp
PT,2030,wind_off,0.2,necp
PT,2040,wind_off,2.1,necp
PT,2050,wind_off,4.0,necp
PT,2025,solar,11.9,necp
PT,2030,solar,14.0,necp
PT,2040,solar,24.5,necp
PT,2050,solar,35.0,necp
PT,2025,gas,4.0,necp
PT,2030,gas,4.0,necp
PT,2040,gas,3.5,necp
PT,2050,gas,3.0,necp
PT,2025,coal,0.0,necp
PT,2030,coal,0.0,necp
PT,2040,coal,0.0,necp
PT,2050,coal,0.0,necp
PT,2025,biomass,0.7,necp
PT,2030,biomass,0.7,necp
PT,2040,biomass,0.85,necp
PT,2050,biomass,1.0,necp
PT,2025,battery_gw,1.7,necp
PT,2030,battery_gw,2.0,necp
PT,2040,battery_gw,6.0,necp
PT,2050,battery_gw,10.0,necp
RO,2025,nuclear,1.4,necp
RO,2030,nuclear,1.4,necp
RO,2040,nuclear,2.7,necp
RO,2050,nuclear,4.0,necp
RO,2025,hydro,7.0,necp
RO,2030,hydro,7.0,necp
RO,2040,hydro,7.0,necp
RO,2050,hydro,7.0,necp
RO,2025,wind_on,2.55,necp
RO,2030,wind_on,3.0,necp
RO,2040,wind_on,6.0,necp
RO,2050,wind_on,9.0,necp
RO,2025,wind_off,0.0,necp
RO,2030,wind_off,0.0,necp
RO,2040,wind_off,1.5,necp
RO,2050,wind_off,3.0,necp
RO,2025,solar,4.25,necp
RO,2030,solar,5.0,necp
RO,2040,solar,11.5,necp
RO,2050,solar,18.0,necp
RO,2025,gas,4.0,necp
RO,2030,gas,4.0,necp
RO,2040,gas,4.0,necp
RO,2050,gas,4.0,necp
RO,2025,coal,3.0,necp
RO,2030,coal,3.0,necp
RO,2040,coal,1.5,necp
RO,2050,coal,0.0,necp
RO,2025,biomass,0.1,necp
RO,2030,biomass,0.1,necp
RO,2040,biomass,0.3,necp
RO,2050,biomass,0.5,necp
RO,2025,battery_gw,0.85,necp
RO,2030,battery_gw,1.0,necp
RO,2040,battery_gw,3.5,necp
RO,2050,battery_gw,6.0,necp
SE,2025,nuclear,7.0,anchored
SE,2030,nuclear,7.0,anchored
SE,2040,nuclear,7.5,anchored
SE,2050,nuclear,8.0,anchored
SE,2025,hydro,16.0,anchored
SE,2030,hydro,16.0,anchored
SE,2040,hydro,16.0,anchored
SE,2050,hydro,16.0,anchored
SE,2025,wind_on,16.0,anchored
SE,2030,wind_on,20.0,anchored
SE,2040,wind_on,29.0,anchored
SE,2050,wind_on,38.0,anchored
SE,2025,wind_off,0.2,anchored
SE,2030,wind_off,2.0,anchored
SE,2040,wind_off,7.0,anchored
SE,2050,wind_off,12.0,anchored
SE,2025,solar,4.0,anchored
SE,2030,solar,7.0,anchored
SE,2040,solar,16.0,anchored
SE,2050,solar,25.0,anchored
SE,2025,gas,1.0,anchored
SE,2030,gas,1.0,anchored
SE,2040,gas,1.0,anchored
SE,2050,gas,1.0,anchored
SE,2025,coal,0.0,anchored
SE,2030,coal,0.0,anchored
SE,2040,coal,0.0,anchored
SE,2050,coal,0.0,anchored
SE,2025,biomass,5.0,anchored
SE,2030,biomass,5.0,anchored
SE,2040,biomass,5.5,anchored
SE,2050,biomass,6.0,anchored
SE,2025,battery_gw,0.5,anchored
SE,2030,battery_gw,2.0,anchored
SE,2040,battery_gw,6.0,anchored
SE,2050,battery_gw,10.0,anchored
SI,2025,nuclear,0.7,necp
SI,2030,nuclear,0.7,necp
SI,2040,nuclear,1.05,necp
SI,2050,nuclear,1.4,necp
SI,2025,hydro,1.3,necp
SI,2030,hydro,1.3,necp
SI,2040,hydro,1.4,necp
SI,2050,hydro,1.5,necp
SI,2025,wind_on,0.0,necp
SI,2030,wind_on,0.0,necp
SI,2040,wind_on,0.15,necp
SI,2050,wind_on,0.3,necp
SI,2025,wind_off,0.0,necp
SI,2030,wind_off,0.0,necp
SI,2040,wind_off,0.0,necp
SI,2050,wind_off,0.0,necp
SI,2025,solar,1.44,necp
SI,2030,solar,1.7,necp
SI,2040,solar,3.85,necp
SI,2050,solar,6.0,necp
SI,2025,gas,0.5,necp
SI,2030,gas,0.5,necp
SI,2040,gas,0.5,necp
SI,2050,gas,0.5,necp
SI,2025,coal,0.6,necp
SI,2030,coal,0.6,necp
SI,2040,coal,0.3,necp
SI,2050,coal,0.0,necp
SI,2025,biomass,0.1,necp
SI,2030,biomass,0.1,necp
SI,2040,biomass,0.1,necp
SI,2050,biomass,0.1,necp
SI,2025,battery_gw,0.17,necp
SI,2030,battery_gw,0.2,necp
SI,2040,battery_gw,0.85,necp
SI,2050,battery_gw,1.5,necp
SK,2025,nuclear,2.7,necp
SK,2030,nuclear,2.7,necp
SK,2040,nuclear,2.85,necp
SK,2050,nuclear,3.0,necp
SK,2025,hydro,2.5,necp
SK,2030,hydro,2.5,necp
SK,2040,hydro,2.5,necp
SK,2050,hydro,2.5,necp
SK,2025,wind_on,0.0,necp
SK,2030,wind_on,0.0,necp
SK,2040,wind_on,0.5,necp
SK,2050,wind_on,1.0,necp
SK,2025,wind_off,0.0,necp
SK,2030,wind_off,0.0,necp
SK,2040,wind_off,0.0,necp
SK,2050,wind_off,0.0,necp
SK,2025,solar,1.7,necp
SK,2030,solar,2.0,necp
SK,2040,solar,5.0,necp
SK,2050,solar,8.0,necp
SK,2025,gas,1.0,necp
SK,2030,gas,1.0,necp
SK,2040,gas,1.5,necp
SK,2050,gas,2.0,necp
SK,2025,coal,0.3,necp
SK,2030,coal,0.3,necp
SK,2040,coal,0.15,necp
SK,2050,coal,0.0,necp
SK,2025,biomass,0.2,necp
SK,2030,biomass,0.2,necp
SK,2040,biomass,0.35,necp
SK,2050,biomass,0.5,necp
SK,2025,battery_gw,0.26,necp
SK,2030,battery_gw,0.3,necp
SK,2040,battery_gw,1.65,necp
SK,2050,battery_gw,3.0,necp
CH,2025,nuclear,3.0,anchored
CH,2030,nuclear,2.0,anchored
CH,2040,nuclear,1.0,anchored
CH,2050,nuclear,0.0,anchored
CH,2025,hydro,15.0,anchored
CH,2030,hydro,15.0,anchored
CH,2040,hydro,16.0,anchored
CH,2050,hydro,17.0,anchored
CH,2025,wind_on,0.1,anchored
CH,2030,wind_on,0.2,anchored
CH,2040,wind_on,1.1,anchored
CH,2050,wind_on,2.0,anchored
CH,2025,wind_off,0.0,anchored
CH,2030,wind_off,0.0,anchored
CH,2040,wind_off,0.0,anchored
CH,2050,wind_off,0.0,anchored
CH,2025,solar,6.0,anchored
CH,2030,solar,8.0,anchored
CH,2040,solar,19.0,anchored
CH,2050,solar,30.0,anchored
CH,2025,gas,0.0,anchored
CH,2030,gas,0.0,anchored
CH,2040,gas,0.5,anchored
CH,2050,gas,1.0,anchored
CH,2025,coal,0.0,anchored
CH,2030,coal,0.0,anchored
CH,2040,coal,0.0,anchored
CH,2050,coal,0.0,anchored
CH,2025,biomass,0.5,anchored
CH,2030,biomass,0.5,anchored
CH,2040,biomass,0.75,anchored
CH,2050,biomass,1.0,anchored
CH,2025,battery_gw,0.5,anchored
CH,2030,battery_gw,1.0,anchored
CH,2040,battery_gw,3.0,anchored
CH,2050,battery_gw,5.0,anchored
UK,2025,nuclear,6.0,anchored
UK,2030,nuclear,6.0,anchored
UK,2040,nuclear,9.0,anchored
UK,2050,nuclear,12.0,anchored
UK,2025,hydro,2.0,anchored
UK,2030,hydro,2.0,anchored
UK,2040,hydro,2.0,anchored
UK,2050,hydro,2.0,anchored
UK,2025,wind_on,15.0,anchored
UK,2030,wind_on,16.0,anchored
UK,2040,wind_on,23.0,anchored
UK,2050,wind_on,30.0,anchored
UK,2025,wind_off,15.0,anchored
UK,2030,wind_off,35.0,anchored
UK,2040,wind_off,62.5,anchored
UK,2050,wind_off,90.0,anchored
UK,2025,solar,17.0,anchored
UK,2030,solar,30.0,anchored
UK,2040,solar,50.0,anchored
UK,2050,solar,70.0,anchored
UK,2025,gas,37.0,anchored
UK,2030,gas,35.0,anchored
UK,2040,gas,27.5,anchored
UK,2050,gas,20.0,anchored
UK,2025,coal,0.0,anchored
UK,2030,coal,0.0,anchored
UK,2040,coal,0.0,anchored
UK,2050,coal,0.0,anchored
UK,2025,biomass,6.0,anchored
UK,2030,biomass,6.0,anchored
UK,2040,biomass,6.0,anchored
UK,2050,biomass,6.0,anchored
UK,2025,battery_gw,5.0,anchored
UK,2030,battery_gw,20.0,anchored
UK,2040,battery_gw,40.0,anchored
UK,2050,battery_gw,60.0,anchored
